Keyword ID,Date,Keyword,Headline,Line 1,Line 2,Impressions,Clicks,Avg_CPC,Cost,Position,actioncount,revenue,Competition,Volume,Key_ringtone_b,CTR,Head_word_ct,Number_head,Line_1_Time,line_2_action,Conversion_rate_clicks,Conversion_rate_Impre,ringtones panic at the disco,24 ringers,ringtones cascada,Kid Rock Ringtones,24 ringer,24 ringtone,ringtones for 24,24 theme ringtone,ctu ringtone for,ringtone adults can't hear,24 ringtone verizon,fox 24 ringtone,hawaiian music ringtones,theme song ringtone,buckcherry ringtones,System Of A Down Ringtones,Carrie Underwood Ringtones,Three 6 Mafia Ringtones,def leppard ringtones,Gospel Ringtones,fox 24 ringtones,24 ctu ringtones,24 phone ringtone,24 ring tones,24 telephone ringtone,24 tv show ringtone,24 tv show ringtones,ctu phone ringtone,ctu ringer,ctu ringtone,download 24 ringtone,ringtone for 24,ringtones 24,ringtones ctu,ringtones from 24,ultrasonic ringtone,family guy ringtones,ringtones adults can't hear,mosquito ringer,mosquito ring tone
9848,39077,24 ringtone verizon,Get 24 CTU Ringtones,"24 Theme, CTU Office Phone and More",Tones to Your Phone in 30 Seconds!,6,3,0.746666667,2.24,3,0,0,0,0,1,0.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9802,39077,fox 24 ringtone,Get 24 CTU Ringtones,"24 Theme, CTU Office Phone and More",Tones to Your Phone in 30 Seconds!,3,0,0,0,4,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,39077,hawaiian music ringtones,{KeyWord: Complimentary Ringtones},Download Now - Limited Time Offer.,Tones to Your Phone in 30 Seconds!,3,1,0.49,0.49,1.75,0,0,0,0,1,0.333333333,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,39077,theme song ringtone,TV Theme Ringtones,Get {KeyWord: Your Favorite TV Ringtones},Tones to Your Phone in 30 Seconds!,148,17,0.715882353,12.17,2.4,0,0,0,1,1,0.114864865,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,39077,buckcherry ringtones,Get Buckcherry Ringtones,Get Buckcherry Ring Tones Now,Tones to Your Phone in 30 Seconds!,10,3,0.553333333,1.66,1.05,1,13.7,0,1,1,0.3,3,0,1,0,0.333333333,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,39077,System Of A Down Ringtones,System Of A Down Tones,"Hypnotize, Chop Suey, Aerials, More",Tones to Your Phone in 30 Seconds!,32,3,0.783333333,2.35,1.733333333,0,0,2,0,1,0.09375,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,39077,Carrie Underwood Ringtones,Carrie Underwood Tones,"Jesus, Take The Wheel & Many More.",Tones to Your Phone in 30 Seconds!,52,8,0.80625,6.45,1.45,0,0,0,1,1,0.153846154,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,39077,Three 6 Mafia Ringtones,Three 6 Mafia Tones,"Poppin My Collar, Stay Fly & More.",Tones to Your Phone in 30 Seconds!,32,5,0.764,3.82,1.316666667,0,0,0,0,1,0.15625,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,39077,def leppard ringtones,Def Leppard Ringtones,Pour Some Sugar On Me and Many More,Tones to Your Phone in 30 Seconds!,34,7,0.707142857,4.95,1.133333333,1,13.7,2,0,1,0.205882353,3,0,0,0,0.142857143,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9409,39077,Gospel Ringtones,{KeyWord: Inspirational Ringtones},The Lord Has a Gift For You Today,Tones to Your Phone in 30 Seconds!,75,8,0.91625,7.33,1.742857143,0,0,3,2,1,0.106666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9809,39077,fox 24 ringtones,24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,2,1,0.57,0.57,1,0,0,0,0,1,0.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9860,39077,24 ctu ringtones,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,28,7,0.668571429,4.68,1.111111111,0,0,0,1,1,0.25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9814,39077,24 phone ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,22,2,0.505,1.01,2.414285714,0,0,0,1,1,0.090909091,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9792,39077,24 ring tones,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,67,17,0.527058824,8.96,1.03,0,0,3,1,1,0.253731343,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9853,39077,24 telephone ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,6,2,0.675,1.35,1.9,0,0,0,0,1,0.333333333,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9815,39077,24 tv show ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,7,2,0.69,1.38,3.26,0,0,0,0,1,0.285714286,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9833,39077,24 tv show ringtones,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,76,7,0.642857143,4.5,1,0,0,0,2,1,0.092105263,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9829,39077,ctu phone ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,16,2,0.615,1.23,1.5,0,0,0,1,1,0.125,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9800,39077,ctu ringer,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,23,2,0.575,1.15,1.857142857,0,0,0,0,0,0.086956522,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9788,39077,ctu ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,115,18,0.812222222,14.62,1.745454545,1,13.7,4,2,1,0.156521739,4,1,0,0,0.055555556,0.008695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9826,39077,download 24 ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,9,2,0.78,1.56,1.24,0,0,0,1,1,0.222222222,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9850,39077,ringtone for 24,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,11,4,0.76,3.04,3.025,0,0,0,0,1,0.363636364,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9839,39077,ringtones 24,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,298,36,0.593888889,21.38,2.141666667,0,0,2,2,1,0.120805369,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9825,39077,ringtones ctu,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,36,7,0.598571429,4.19,1.2,0,0,2,1,1,0.194444444,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9823,39077,ringtones from 24,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,5,0,0,0,1.666666667,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9722,39077,ultrasonic ringtone,Stealth Mosquito Ringtone,"Yeah, the one the adults can't hear",Tones to Your Phone in 30 Seconds!,36,4,0.7975,3.19,1.075,1,14.6,0,1,1,0.111111111,3,0,0,0,0.25,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9756,39077,family guy ringtones,Get Family Guy Ringtones,Your Favorite Family Guy Ringtones,Tones to Your Phone in 30 Seconds!,184,26,0.664615385,17.28,1.177777778,1,13.7,0,2,1,0.141304348,4,0,0,0,0.038461538,0.005434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9724,39077,ringtones adults can't hear,Mosquito Ringtone,"Yeah, the one the adults can't hear",Works with all carriers. Get it Now,15,0,0,0,2.6,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9710,39077,mosquito ringer,Mosquito Ringtone,You know you want it - we got it!,Works with all carriers. Get it Now,30,6,0.693333333,4.16,1.133333333,1,14.6,0,1,0,0.2,2,0,0,1,0.166666667,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9708,39077,mosquito ring tone,Stealth Mosquito Ringtone,You know you want it - we got it!,Works with all carriers. Get it Now,192,25,0.6964,17.41,4.181818182,0,0,0,2,1,0.130208333,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9807,39078,ctu ringtone for,24 CTU Ringtones,"24 Theme, CTU Desk Phone and More",Tones in 30 Seconds - It's Da Bomb!,3,0,0,0,5,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9801,39078,24 ringers,24 CTU Ringtones,"24 Theme, CTU Office Phone and More",Tones in 30 Seconds - It's Da Bomb!,4,2,0.71,1.42,2.5,0,0,0,0,0,0.5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9800,39078,ctu ringer,24 CTU Ringtones,"24 Theme, CTU Office Phone and More",Tones in 30 Seconds - It's Da Bomb!,6,0,0,0,2.25,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3360,39078,ringtones cascada,Get Cascada Ringtones,Get Everytime We Touch Ring Tone,Tones in 30 Seconds - It's Da Bomb!,19,1,0.85,0.85,3,0,0,0,0,1,0.052631579,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8288,39078,Kid Rock Ringtones,Get Kid Rock Ringtones,"Picture, Cowboy, Bawitdaba & More.",Tones in 30 Seconds - It's Da Bomb!,19,7,0.745714286,5.22,1.15,0,0,1,0,1,0.368421053,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9789,39078,24 ringtone,24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones in 30 Seconds - It's Da Bomb!,2,0,0,0,1,0,0,4,2,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9802,39078,fox 24 ringtone,24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones in 30 Seconds - It's Da Bomb!,6,0,0,0,2.3,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9809,39078,fox 24 ringtones,24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones in 30 Seconds - It's Da Bomb!,2,2,0.58,1.16,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9838,39078,ringtones for 24,Complimentary 24 Tones,"Theme, CTU Office Phone, Clock Tick",Tones in 30 Seconds - It's Da Bomb!,4,1,0.84,0.84,2.75,0,0,0,0,1,0.25,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,39078,ringtones panic at the disco,Get Panic! Ringtones,Get Panic! At The Disco Ringtones,Tones to Your Phone in 30 Seconds,3,1,0.61,0.61,1.666666667,0,0,0,1,1,0.333333333,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9823,39078,ringtones from 24,Get 24 CTU Ringtones,"24 Theme, CTU Desk Phone and More",Tones to Your Phone in 30 Seconds!,3,1,0.47,0.47,1,0,0,0,0,1,0.333333333,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2627,39078,hawaiian music ringtones,{KeyWord: Complimentary Ringtones},Download Now - Limited Time Offer.,Tones to Your Phone in 30 Seconds!,3,2,0.545,1.09,2,0,0,0,0,1,0.666666667,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2324,39078,theme song ringtone,TV Theme Ringtones,Get {KeyWord: Your Favorite TV Ringtones},Tones to Your Phone in 30 Seconds!,101,14,0.671428571,9.4,1.8875,1,14.6,0,1,1,0.138613861,3,0,0,0,0.071428571,0.00990099,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,39078,buckcherry ringtones,Get Buckcherry Ringtones,Get Buckcherry Ring Tones Now,Tones to Your Phone in 30 Seconds!,26,2,0.59,1.18,1.35,0,0,0,1,1,0.076923077,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,39078,System Of A Down Ringtones,System Of A Down Tones,"Hypnotize, Chop Suey, Aerials, More",Tones to Your Phone in 30 Seconds!,13,6,0.781666667,4.69,1.066666667,0,0,2,0,1,0.461538462,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,39078,Carrie Underwood Ringtones,Carrie Underwood Tones,"Jesus, Take The Wheel & Many More.",Tones to Your Phone in 30 Seconds!,26,2,0.755,1.51,2.6,0,0,0,1,1,0.076923077,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,39078,Three 6 Mafia Ringtones,Three 6 Mafia Tones,"Poppin My Collar, Stay Fly & More.",Tones to Your Phone in 30 Seconds!,25,1,0.79,0.79,1.166666667,0,0,0,0,1,0.04,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,39078,def leppard ringtones,Def Leppard Ringtones,Pour Some Sugar On Me and Many More,Tones to Your Phone in 30 Seconds!,9,2,0.745,1.49,1,0,0,2,0,1,0.222222222,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9409,39078,Gospel Ringtones,{KeyWord: Inspirational Ringtones},The Newest Christian Ringtone Club,Tones to Your Phone in 30 Seconds!,163,12,0.896666667,10.76,2.45,0,0,3,2,1,0.073619632,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9810,39078,24 theme ringtone,24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,4,0,0,0,1,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9860,39078,24 ctu ringtones,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,32,6,0.626666667,3.76,1.6,0,0,0,1,1,0.1875,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9814,39078,24 phone ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,32,9,0.583333333,5.25,1.475,0,0,0,1,1,0.28125,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9792,39078,24 ring tones,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,52,12,0.596666667,7.16,1.2875,0,0,3,1,1,0.230769231,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9798,39078,24 ringer,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,6,2,0.715,1.43,1.733333333,0,0,0,1,0,0.333333333,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9848,39078,24 ringtone verizon,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,11,6,0.711666667,4.27,2.166666667,0,0,0,0,1,0.545454545,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9853,39078,24 telephone ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,4,3,0.563333333,1.69,2,0,0,0,0,1,0.75,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9815,39078,24 tv show ringtone,Get 24 CTU Ringtones,"Theme, CTU Office Phone, Clock Tick",Tones to Your Phone in 30 Seconds!,28,4,0.8,3.2,2.057142857,0,0,0,0,1,0.142857143,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
